"";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85+"
"Stutsman County, North Dakota";618;658;823;903;821;496;619;779;943;891;695;516;447;398;427;343;226;155
"Towner County, North Dakota";57;77;120;134;26;37;70;119;131;119;97;90;66;61;61;73;46;32
"Traill County, North Dakota";251;287;349;372;290;194;236;333;328;317;255;201;177;137;174;149;114;91
"Walsh County, North Dakota";347;411;528;503;260;286;350;466;495;517;417;340;280;258;268;200;164;106
"Ward County, North Dakota";2263;2203;2161;2432;2929;2269;1994;2271;2169;1905;1515;1171;990;832;801;613;435;331
"Wells County, North Dakota";131;146;194;183;68;89;109;168;221;198;152;147;143;151;134;117;80;76
"Williams County, North Dakota";569;678;823;869;463;433;465;678;918;886;642;472;419;374;351;270;210;167
"Adams County, Ohio";833;1048;1083;977;832;875;945;956;1054;987;860;720;650;522;452;314;178;110
"Allen County, Ohio";3663;3995;4214;4630;3761;3440;3559;4018;4543;4097;3495;2580;2041;1852;1731;1315;786;509
"Ashland County, Ohio";1813;1905;2034;2340;1785;1477;1597;1802;2004;1936;1640;1302;1133;939;832;583;395;285
"Ashtabula County, Ohio";3354;3750;4142;3709;2603;2886;3358;3941;4081;3903;3278;2691;2110;1857;1721;1326;860;498
"Athens County, Ohio";1523;1650;1629;3831;6386;2160;1747;1764;1845;1796;1595;1160;965;730;663;477;286;198
"Auglaize County, Ohio";1618;1883;1957;1805;1231;1343;1525;1786;1944;1795;1412;1053;834;709;746;612;392;244
"Belmont County, Ohio";1834;2133;2422;2394;2098;2223;2315;2574;2913;2817;2531;1764;1537;1366;1368;1093;713;379
"Brown County, Ohio";1478;1645;1777;1580;1149;1349;1508;1758;1719;1487;1322;997;905;728;605;399;241;149
"Butler County, Ohio";11748;12398;12670;13513;13141;10599;11520;13178;13462;12099;10381;7230;5701;4861;4285;2954;1609;1021
"Carroll County, Ohio";877;1038;1152;1044;722;780;873;1099;1170;1124;1041;848;697;567;542;349;206;145
"Champaign County, Ohio";1281;1480;1483;1503;1009;1140;1377;1478;1551;1348;1345;1219;843;633;505;412;271;159
"Clark County, Ohio";4815;5169;5369;5458;4239;4083;4601;5007;5246;5111;4935;3935;3145;2517;2207;1872;1080;780
"Clermont County, Ohio";6786;7215;7075;6619;5078;5644;6702;7680;7792;6804;5782;4234;3058;2354;1980;1347;755;432
"Clinton County, Ohio";1481;1490;1599;1653;1345;1244;1331;1671;1626;1443;1288;935;780;618;518;439;254;150
"Columbiana County, Ohio";3401;3877;4188;4054;3096;3666;3869;4364;4714;4541;3737;2903;2370;2075;1937;1491;883;536
"Coshocton County, Ohio";1180;1318;1457;1480;935;1087;1097;1335;1459;1358;1191;907;870;667;635;474;289;166
"Crawford County, Ohio";1561;1571;1712;1669;1290;1460;1490;1703;1780;1734;1517;1258;1081;884;785;600;361;225
"Cuyahoga County, Ohio";46440;51420;50861;45730;37230;43754;47187;51495;54139;48536;41160;30152;25231;23156;23150;19352;11887;7601
"Darke County, Ohio";1783;1974;2103;1989;1452;1589;1745;2028;2042;1852;1700;1406;1159;934;890;663;468;344
"Defiance County, Ohio";1396;1422;1529;1627;1252;1221;1215;1351;1608;1564;1367;1041;804;650;590;445;243;155
"Delaware County, Ohio";4490;4687;4303;4044;2703;3103;4087;5154;5074;4660;3823;2576;1868;1375;1106;733;398;251
"Erie County, Ohio";2430;2772;2974;2808;1834;2109;2285;2904;3128;3116;2878;2228;1814;1586;1463;1283;707;447
"Fairfield County, Ohio";4512;4786;4889;4432;3705;3895;4390;5184;5148;4604;4236;3168;2462;1902;1613;1129;622;442
"Fayette County, Ohio";970;1091;1027;1073;758;879;988;1040;1114;1035;960;739;642;540;455;367;196;147
"Franklin County, Ohio";39171;39605;37314;37582;45824;47366;45110;43840;41126;35249;30083;20338;15664;13291;11582;8428;4802;2908
"Fulton County, Ohio";1583;1633;1695;1649;1132;1168;1370;1619;1764;1633;1347;1011;779;653;580;455;313;180
"Gallia County, Ohio";1019;1031;1175;1252;1028;911;866;1181;1232;1131;996;832;743;629;502;311;177;151
"Geauga County, Ohio";3151;3708;3988;3397;1933;1877;2508;3252;4106;3870;3404;2813;2045;1501;1287;974;541;347
"Greene County, Ohio";4471;4995;5446;6722;6353;4215;4297;5305;5727;5382;5119;3727;2900;2486;2066;1541;798;436
"Guernsey County, Ohio";1394;1501;1597;1473;1081;1129;1286;1484;1609;1491;1314;1060;937;836;667;465;284;207
"Hamilton County, Ohio";28888;30957;32815;30951;28097;28262;29170;31621;32639;29237;24554;17893;14213;12978;11981;9298;5545;3870
"Hancock County, Ohio";2400;2689;2653;2650;2302;2271;2363;2736;2859;2552;2254;1741;1395;1110;968;764;575;323
"Hardin County, Ohio";1045;1130;1148;1504;1651;999;968;1143;1078;1038;915;746;591;545;446;339;218;137
"Harrison County, Ohio";482;523;551;506;372;420;450;558;628;642;530;455;404;333;329;230;165;107
"Henry County, Ohio";1006;1146;1225;1254;823;871;908;1091;1246;1063;904;661;574;512;425;344;236;138
"Highland County, Ohio";1447;1568;1637;1481;1193;1253;1376;1495;1533;1347;1292;995;915;786;647;510;267;193
"Hocking County, Ohio";957;1002;1060;986;778;884;886;1110;1132;1027;973;855;737;590;477;319;168;131
"Holmes County, Ohio";2069;2038;1972;1720;1421;1266;1240;1304;1227;1081;955;756;641;561;469;347;201;161
"Huron County, Ohio";2226;2413;2523;2264;1753;1939;2026;2189;2351;2109;1866;1356;1124;951;856;595;383;221
"Jackson County, Ohio";1067;1172;1295;1211;986;1085;1079;1185;1253;1182;1057;777;677;513;477;386;217;131
"Jefferson County, Ohio";2012;2167;2419;2612;2011;1923;2017;2352;2863;2936;2637;1931;1840;1574;1522;1266;763;407
"Knox County, Ohio";1779;1994;1985;2366;1953;1419;1657;1937;2152;1969;1694;1389;1172;947;828;630;384;259
"Lake County, Ohio";6996;7971;8175;7626;5825;6663;7991;9053;9839;8758;7747;6186;4570;4010;3724;2878;1621;898
"Lawrence County, Ohio";1998;2144;2269;2225;1775;1826;2147;2155;2291;2164;2071;1711;1444;1208;1036;770;407;258
"Licking County, Ohio";5149;5393;5513;5390;4178;4123;4847;5958;6153;5190;4873;3856;3003;2495;1983;1467;778;470
"Logan County, Ohio";1659;1720;1802;1676;1274;1387;1432;1756;1852;1724;1448;1147;996;843;778;537;331;181
"Lorain County, Ohio";10020;10906;10882;10261;8403;8427;9772;11388;12099;10855;9515;6907;5384;4513;4144;3142;1916;1113
"Lucas County, Ohio";15942;17535;17649;16502;15419;15859;15090;16409;17346;16073;13941;9833;7871;6580;6718;5095;3001;1901
"Madison County, Ohio";1272;1445;1431;1634;1571;1658;1824;2160;2046;1642;1391;1018;778;603;514;354;202;137
"Mahoning County, Ohio";7728;8909;9142;8758;7393;7133;7676;8630;10089;9883;8435;5985;5093;4725;5066;4271;2602;1475
"Marion County, Ohio";2052;2344;2469;2338;2155;2522;2667;3015;3129;2650;2314;1671;1305;1118;1017;787;398;256
"Medina County, Ohio";5378;5989;6143;5458;3627;4039;5307;6586;6734;5968;5463;3937;2991;2236;1896;1426;784;480
"Meigs County, Ohio";649;746;861;846;675;646;769;851;889;916;791;635;554;452;390;288;152;113
"Mercer County, Ohio";1556;1724;1907;1769;1067;1179;1201;1480;1672;1563;1177;917;733;690;711;547;352;195
"Miami County, Ohio";3252;3697;3906;3780;2533;2864;3285;3762;4001;3661;3432;2734;2211;1755;1461;1074;684;387
"Monroe County, Ohio";405;494;575;551;350;367;485;516;600;573;558;474;457;337;314;208;143;86
"Montgomery County, Ohio";18904;19921;20123;19452;18680;18423;19113;21092;21230;19226;17315;13429;10631;9367;8498;6628;4013;2326
"Morgan County, Ohio";467;521;556;569;372;396;442;560;555;530;536;409;403;352;261;181;132;75
"Morrow County, Ohio";1046;1231;1343;1231;812;956;1069;1295;1336;1227;1058;837;724;570;415;305;186;124
"Muskingum County, Ohio";2919;3136;3121;3241;2618;2441;2704;3036;3242;2926;2537;2019;1770;1509;1349;987;574;397
"Noble County, Ohio";347;461;492;566;928;723;679;756;694;528;416;300;281;278;220;138;95;64
"Ottawa County, Ohio";1112;1361;1483;1517;916;1020;1172;1540;1725;1673;1517;1250;1059;895;813;598;360;219
"Paulding County, Ohio";649;755;816;805;607;606;638;791;789;798;675;530;473;328;284;213;134;86
"Perry County, Ohio";1297;1421;1417;1366;911;1024;1248;1260;1423;1267;1078;826;704;542;455;352;237;121
"Pickaway County, Ohio";1617;1854;1983;2157;2181;2291;2449;2835;2684;2174;1777;1409;1108;869;693;468;272;177
"Pike County, Ohio";963;1064;1138;1048;802;900;926;1073;1070;946;783;663;567;520;398;320;218;126
"Portage County, Ohio";4834;5261;5239;6428;6988;4735;4899;5870;6080;5482;4800;3660;2753;2448;2038;1465;820;460
"Preble County, Ohio";1419;1527;1719;1722;1088;1224;1412;1629;1720;1647;1469;1099;1017;771;658;475;322;172
"Putnam County, Ohio";1253;1479;1549;1474;979;969;1151;1369;1507;1279;989;736;625;557;534;379;231;169
"Richland County, Ohio";4224;4648;4677;4764;4028;4354;4724;5113;5481;4909;4237;3318;2822;2385;2098;1595;923;545
"Ross County, Ohio";2308;2452;2624;2692;2453;2894;3058;3356;3597;3009;2528;1908;1579;1176;1071;745;419;272
"Sandusky County, Ohio";2084;2231;2460;2350;1744;1831;1977;2332;2560;2319;2004;1507;1237;1067;997;739;489;314
"Scioto County, Ohio";2602;2601;2867;3227;2724;2779;2720;2853;2950;2715;2406;1855;1728;1480;1312;914;542;378
"Seneca County, Ohio";1895;2196;2273;2533;2164;1701;1746;2176;2407;2247;1858;1314;1100;982;986;749;441;272
"Shelby County, Ohio";1863;1958;1927;1954;1328;1554;1748;1932;1955;1730;1455;1125;864;739;613;516;320;205
"Stark County, Ohio";12483;13498;13912;13509;10174;10694;11900;13744;14952;14073;12579;9575;7611;6458;6429;5237;2931;1829
"Summit County, Ohio";18417;19890;19702;18311;15259;16837;18872;20934;21993;20183;17811;12433;10005;8840;8783;6884;3930;2387
"Trumbull County, Ohio";7077;7895;8132;7728;6122;6618;7157;7925;8823;8321;7806;6048;4870;4311;3930;3256;1861;1089
"Tuscarawas County, Ohio";3132;3233;3482;3302;2457;2802;2876;3349;3730;3337;2929;2232;1918;1632;1579;1152;719;444
"Union County, Ohio";1579;1742;1613;1382;1001;1290;1605;1761;1735;1482;1167;873;672;540;456;324;203;123
"Van Wert County, Ohio";1006;1105;1100;1183;845;893;909;1055;1154;1123;899;734;594;516;534;423;230;184
"Vinton County, Ohio";478;504;522;489;382;411;416;483;527;465;386;359;277;235;193;125;68;53
"Warren County, Ohio";6270;6383;6235;5258;4440;5358;6851;8182;7618;6011;5006;3548;2762;2216;1717;1258;693;407
"Washington County, Ohio";1894;2150;2232;2384;1847;1700;1918;2250;2666;2411;2143;1717;1513;1238;1086;828;480;293
"Wayne County, Ohio";3980;4312;4674;4691;3721;3308;3431;4316;4433;4120;3491;2675;2220;1819;1597;1133;711;458
"Williams County, Ohio";1274;1449;1535;1592;1150;1246;1324;1537;1664;1475;1180;996;820;601;593;498;328;204
"Wood County, Ohio";3580;3952;4211;5985;6713;3806;3440;4231;4592;4277;3867;2592;2000;1673;1478;1104;670;433
"Wyandot County, Ohio";768;826;878;819;685;711;734;855;889;836;700;557;493;430;375;286;187;136
"Adair County, Oklahoma";826;916;925;860;686;711;708;745;709;670;604;527;429;336;297;215;124;82
"Alfalfa County, Oklahoma";138;148;182;176;178;218;211;405;357;294;206;217;195;139;141;110;83;64
"Atoka County, Oklahoma";428;468;504;521;497;584;497;654;679;552;487;409;335;313;232;183;86;77
"Beaver County, Oklahoma";173;238;236;250;123;149;149;220;241;233;190;193;123;135;106;81;64;56
"Beckham County, Oklahoma";622;657;675;745;855;872;817;887;859;778;550;429;373;348;314;234;190;149
"Blaine County, Oklahoma";345;364;473;461;516;520;519;573;549;468;346;310;241;233;200;155;145;96
"Bryan County, Oklahoma";1189;1293;1345;1440;1582;1171;1110;1200;1166;1153;1080;953;757;764;618;479;281;229
"Caddo County, Oklahoma";1027;1154;1336;1388;856;897;945;1110;1104;992;903;758;615;598;483;396;220;184
"Canadian County, Oklahoma";3004;3384;3758;3765;2411;2875;2979;3827;3899;3436;2972;2234;1656;1328;926;623;396;253
"Carter County, Oklahoma";1563;1653;1795;1681;1219;1276;1299;1620;1790;1662;1379;1141;926;880;825;625;370;261
"Cherokee County, Oklahoma";1569;1518;1649;1940;2161;1375;1192;1395;1408;1284;1241;1032;855;766;636;436;243;163
"Choctaw County, Oklahoma";504;539;619;609;367;413;428;472;488;481;477;416;375;361;252;230;144;109
"Cimarron County, Oklahoma";111;118;128;124;63;87;73;107;106;114;101;77;89;67;59;57;44;28
"Cleveland County, Oklahoma";6686;6957;7583;9503;11370;8396;7271;8437;8366;7518;6505;4685;3555;2720;2081;1478;819;497
"Coal County, Oklahoma";210;241;234;222;166;154;176;219;219;192;176;146;132;142;135;99;51;45
"Comanche County, Oklahoma";4694;4630;4264;5783;6910;5216;4532;4759;4318;3326;2716;2095;1792;1622;1246;846;534;342
"Cotton County, Oklahoma";254;238;242;258;150;177;230;254;256;197;212;177;167;143;110;89;76;53
"Craig County, Oklahoma";483;504;529;554;387;433;500;632;695;564;479;432;353;269;293;199;117;92
"Creek County, Oklahoma";2350;2598;2798;2723;1727;1905;2056;2540;2599;2381;2183;1969;1478;1237;1000;777;399;274
"Custer County, Oklahoma";831;833;906;1322;1601;745;653;890;883;835;689;566;491;434;386;294;198;171
"Delaware County, Oklahoma";1126;1277;1390;1277;846;977;1055;1206;1228;1195;1247;1210;1195;1009;839;591;357;182
"Dewey County, Oklahoma";120;159;176;180;114;88;121;153;189;157;168;162;128;97;109;81;43;64
"Ellis County, Oklahoma";102;117;139;172;78;81;94;134;132;172;178;108;129;99;80;95;51;53
"Garfield County, Oklahoma";2014;1971;2049;2173;1891;1805;1679;2131;2224;2112;1634;1366;1194;1062;987;784;494;403
"Garvin County, Oklahoma";927;953;920;1077;741;783;773;915;988;922;782;706;617;621;488;402;245;232
"Grady County, Oklahoma";1595;1678;1880;1859;1395;1242;1366;1735;1786;1601;1401;1200;984;845;642;474;317;205
"Grant County, Oklahoma";120;179;186;224;104;110;129;163;225;178;149;125;136;127;141;80;65;57
"Greer County, Oklahoma";143;164;173;229;268;288;278;293;296;234;198;144;154;128;118;111;71;63
"Harmon County, Oklahoma";112;106;125;148;84;85;82;105;137;110;94;70;63;76;54;67;36;38
"Harper County, Oklahoma";85;99;132;149;73;80;74;131;139;156;100;111;83;107;93;61;40;37
"Haskell County, Oklahoma";427;454;428;428;325;330;324;350;407;385;399;340;298;266;237;173;119;76
"Hughes County, Oklahoma";410;461;485;505;476;551;515;603;556;504;443;405;310;328;254;228;114;130
"Jackson County, Oklahoma";1240;1183;1192;1205;1072;909;1035;1099;1101;838;808;592;522;440;358;258;165;140
"Jefferson County, Oklahoma";205;237;213;243;159;215;206;217;243;246;209;174;167;167;141;130;84;60
"Johnston County, Oklahoma";330;390;384;473;345;273;286;336;391;368;356;276;263;235;180;131;82;71
"Kay County, Oklahoma";1710;1765;1879;1945;1363;1209;1284;1655;1779;1704;1487;1147;1024;912;871;763;461;305
"Kingfisher County, Oklahoma";424;538;550;595;397;335;379;549;590;525;406;318;303;260;236;201;95;87
"Kiowa County, Oklahoma";300;334;411;410;257;241;279;374;407;353;309;280;247;223;215;160;99;101
"Latimer County, Oklahoma";384;354;396;522;363;239;291;363;350;299;318;303;268;249;222;176;113;67
"Le Flore County, Oklahoma";1657;1773;1815;2027;1664;1584;1563;1768;1765;1625;1546;1329;1055;928;704;573;315;277
"Lincoln County, Oklahoma";1088;1211;1310;1400;813;865;899;1205;1268;1116;1019;903;770;686;493;391;224;160
"Logan County, Oklahoma";1087;1196;1348;1725;1290;927;912;1197;1297;1272;1095;887;737;597;502;325;212;151
"Love County, Oklahoma";272;307;359;357;216;276;220;308;316;305;299;270;251;198;169;118;72;62
"McClain County, Oklahoma";951;1012;1088;1218;741;747;876;1152;1142;1007;891;812;661;515;408;293;174;86
"McCurtain County, Oklahoma";1279;1386;1419;1321;945;962;1069;1162;1146;1135;1026;952;801;638;511;426;220;159
"McIntosh County, Oklahoma";528;574;670;672;364;392;476;584;653;559;631;616;673;646;543;370;197;159
"Major County, Oklahoma";229;226;312;310;145;155;181;246;324;290;218;222;208;176;157;130;80;74
"Marshall County, Oklahoma";413;435;437;511;338;342;361;443;443;409;442;381;399;395;305;219;128;73
"Mayes County, Oklahoma";1356;1445;1466;1599;1123;1100;1144;1354;1424;1338;1194;1074;914;819;684;510;295;194
"Murray County, Oklahoma";446;412;458;475;344;353;326;410;453;403;397;339;335;324;263;240;152;98
"Muskogee County, Oklahoma";2460;2582;2562;2819;2173;2051;2006;2420;2572;2400;2143;1700;1365;1288;1100;923;552;399
"Noble County, Oklahoma";365;394;433;455;306;312;366;412;495;423;339;339;272;217;201;155;80;66
"Nowata County, Oklahoma";357;404;401;435;259;270;267;396;397;364;310;308;274;238;199;150;100;68
"Okfuskee County, Oklahoma";359;393;436;446;369;396;391;507;498;438;387;336;310;242;229;200;92;64
"Oklahoma County, Oklahoma";24848;23842;23246;24506;25443;25841;23047;24878;25206;22653;19065;14468;11379;9816;8784;6987;3924;2493
"Okmulgee County, Oklahoma";1405;1474;1624;1774;1274;1063;1150;1309;1400;1231;1231;1072;892;758;637;547;286;229
"Osage County, Oklahoma";1414;1617;1867;1815;1177;1269;1341;1776;1955;1772;1572;1314;1041;863;702;494;274;188
"Ottawa County, Oklahoma";1136;1237;1245;1413;1078;957;976;1064;1083;990;1018;886;694;739;616;499;302;176
"Pawnee County, Oklahoma";530;647;680;635;422;416;465;594;640;614;551;504;434;348;281;199;139;98
"Payne County, Oklahoma";1951;1835;1852;3366;7136;3092;2072;2275;2142;2011;1608;1300;1001;875;773;615;415;329
"Pittsburg County, Oklahoma";1279;1421;1579;1650;1341;1421;1551;1778;1692;1559;1452;1261;1049;997;799;695;329;286
"Pontotoc County, Oklahoma";1105;1168;1226;1591;1626;1090;987;1223;1163;1079;973;857;770;668;572;430;255;175
"Pottawatomie County, Oklahoma";2328;2371;2407;2953;2541;1890;1885;2284;2207;2097;1979;1619;1345;1218;1032;745;424;315
"Pushmataha County, Oklahoma";370;363;491;438;245;258;307;401;380;399;348;363;344;294;250;168;103;85
"Roger Mills County, Oklahoma";91;107;133;148;77;87;89;129;151;128;110;112;89;76;78;52;39;26
"Rogers County, Oklahoma";2494;2858;3096;2810;1675;1866;2206;2858;2870;2524;2376;1991;1530;1279;1007;690;393;229
"Seminole County, Oklahoma";872;860;951;1047;721;637;655;809;880;823;775;642;608;516;464;353;246;151
"Sequoyah County, Oklahoma";1471;1556;1604;1511;1130;1101;1218;1444;1298;1236;1269;1157;940;847;615;423;246;155
"Stephens County, Oklahoma";1421;1399;1609;1648;1121;1097;1105;1479;1655;1530;1347;1135;966;1021;934;719;427;281
"Texas County, Oklahoma";883;747;784;906;1020;852;743;760;758;654;515;460;363;289;221;186;122;80
"Tillman County, Oklahoma";315;339;379;440;206;228;273;337;294;304;259;227;235;201;177;144;111;83
"Tulsa County, Oklahoma";21221;21314;20554;20703;20042;21085;20534;21777;21847;19859;16730;12308;9103;7958;7118;5836;3154;2087
"Wagoner County, Oklahoma";2090;2337;2406;2327;1432;1562;1862;2316;2218;2134;2061;1688;1355;957;746;521;257;147
"Washington County, Oklahoma";1549;1747;1884;1843;1253;1269;1234;1495;1848;1787;1544;1250;1130;1015;1028;826;476;319
"Washita County, Oklahoma";365;397;489;480;281;256;313;399;462;401;305;283;259;238;231;195;126;92
"Woods County, Oklahoma";233;259;258;407;668;326;276;317;276;282;221;218;197;185;176;138;106;89
"Woodward County, Oklahoma";606;615;682;802;622;555;567;692;829;734;527;486;414;335;293;226;147;107
